problem_clarity_score,market_need_score,founder_market_fit_score,ai_fit_score,business_potential_score,validation_score,confidence,eye_contact,speaking_speed,filler_words,clarity,energy,qna_quality_score,pitch_length_words,has_clear_customer,has_business_model,has_competition_awareness,has_go_to_market,has_revenue_model,investor_readiness_score
81.27,62.85,58.81,83.22,55.4,62.98,32.2,29.58,120.0,11.0,47.37,49.11,49.54,242,0,0.0,1,1.0,0.0,48.37
55.59,63.39,51.41,64.32,48.44,47.19,36.67,37.88,144.0,5.0,39.52,81.5,47.32,146,1,0.0,1,1.0,0.0,57.06
59.07,49.37,38.8,56.14,77.76,37.91,48.23,50.68,158.0,10.0,61.25,65.42,72.78,205,0,0.0,0,0.0,1.0,43.85
79.4,30.18,58.86,73.9,68.57,52.53,69.62,74.6,140.0,6.0,72.18,60.18,53.26,132,0,0.0,0,0.0,0.0,42.25
47.11,31.9,56.8,48.25,53.2,52.38,67.72,83.48,130.0,6.0,71.31,79.98,65.21,231,0,1.0,0,0.0,0.0,49.94
70.9,6.4,63.38,79.42,61.01,57.22,77.99,50.37,150.0,3.0,50.3,67.14,59.49,80,0,0.0,0,1.0,0.0,42.15
36.32,64.4,35.86,40.84,59.89,50.56,57.19,51.52,157.0,11.0,44.63,63.48,47.46,235,1,1.0,0,0.0,0.0,44.19
80.83,55.74,56.52,74.4,67.78,59.53,65.98,51.18,126.0,1.0,64.43,68.37,60.78,279,0,0.0,0,1.0,0.0,61.48
42.78,32.69,30.48,65.38,31.9,30.66,62.83,54.27,141.0,2.0,61.81,67.56,52.22,119,1,0.0,0,0.0,0.0,41.6
85.78,52.25,78.94,62.35,55.57,74.26,73.62,67.09,146.0,5.0,54.72,33.35,66.82,279,0,0.0,0,1.0,0.0,61.5
72.47,65.21,56.81,51.42,37.7,49.5,44.0,75.82,131.0,4.0,48.01,64.58,49.24,157,0,0.0,0,0.0,0.0,54.28
48.88,36.51,43.86,39.5,40.32,40.09,60.93,58.85,148.0,4.0,54.98,65.94,48.92,218,0,0.0,0,0.0,0.0,38.24
47.86,53.66,52.38,82.94,64.83,62.94,76.64,72.56,111.0,6.0,60.48,72.78,55.17,245,1,1.0,1,0.0,0.0,66.14
68.02,60.97,68.11,37.1,57.05,58.78,67.52,56.22,146.0,8.0,44.14,46.67,65.03,196,0,0.0,1,0.0,0.0,48.67
76.96,100.0,48.85,80.9,78.59,71.07,57.0,67.51,170.0,6.0,53.08,75.49,70.13,318,1,0.0,1,0.0,0.0,64.71
88.93,32.15,50.86,53.87,65.3,62.73,53.76,88.62,148.0,9.0,65.93,55.69,68.04,326,0,1.0,0,1.0,0.0,52.67
75.54,10.81,77.54,76.05,79.79,57.03,48.76,20.81,137.0,20.0,28.6,16.41,53.74,154,0,1.0,0,1.0,1.0,38.36
84.44,58.5,80.21,73.88,60.64,68.82,59.28,54.89,116.0,12.0,55.42,53.02,52.45,190,0,0.0,0,1.0,1.0,69.67
56.73,27.05,80.44,69.61,39.32,58.28,50.37,57.24,131.0,9.0,49.83,63.72,42.69,169,0,0.0,0,0.0,0.0,38.28
57.74,43.85,66.26,71.73,73.26,40.98,100.0,80.56,149.0,4.0,71.02,91.75,74.93,289,0,,0,0.0,0.0,50.87
78.7,33.96,68.07,94.33,75.81,64.06,68.6,46.51,141.0,7.0,70.75,64.48,52.4,213,0,0.0,0,1.0,0.0,54.23
90.18,60.0,61.65,99.76,87.61,67.58,61.16,35.17,116.0,2.0,62.84,65.87,54.96,212,0,1.0,0,1.0,0.0,61.46
60.96,46.82,24.96,58.62,77.67,47.95,56.57,54.8,142.0,10.0,66.21,47.7,75.03,218,0,1.0,0,0.0,0.0,49.13
38.26,64.67,30.42,54.45,90.21,51.02,63.83,58.25,123.0,9.0,36.36,36.94,56.16,206,1,0.0,0,1.0,1.0,56.15
72.1,48.63,36.05,80.34,60.4,49.67,58.63,52.68,128.0,8.0,59.6,53.8,55.15,199,0,0.0,0,1.0,0.0,57.19
67.23,57.2,29.9,64.16,75.81,55.82,69.57,51.56,156.0,7.0,58.52,73.48,40.66,246,0,1.0,0,0.0,1.0,44.2
69.38,78.25,43.19,44.42,55.99,60.28,69.05,50.39,135.0,5.0,63.91,67.69,55.07,317,1,1.0,0,0.0,0.0,58.15
68.61,51.2,46.3,59.85,80.54,58.28,59.63,76.82,127.0,19.0,,48.02,65.48,331,1,1.0,0,1.0,1.0,64.08
62.81,54.16,54.01,66.24,70.94,57.45,66.89,37.13,122.0,3.0,64.35,40.03,45.27,305,0,0.0,0,0.0,0.0,54.01
77.65,44.61,30.89,57.4,66.04,51.53,53.18,44.31,124.0,6.0,43.97,61.96,53.42,304,0,1.0,0,1.0,1.0,53.72
59.51,56.43,55.88,49.24,69.37,54.64,58.43,57.03,128.0,11.0,53.26,65.4,40.29,265,1,0.0,0,,0.0,49.33
64.9,35.79,49.11,42.03,27.55,43.53,51.24,87.25,,5.0,66.39,43.4,43.98,221,0,0.0,0,0.0,0.0,36.61
69.41,81.96,42.32,83.35,56.97,56.31,51.79,28.2,137.0,7.0,46.58,33.52,35.55,231,1,1.0,0,0.0,0.0,55.28
32.2,20.06,13.89,48.13,51.41,35.66,75.12,62.67,162.0,14.0,51.33,76.83,52.81,189,0,1.0,0,0.0,0.0,32.62
100.0,63.68,70.11,100.0,85.69,76.47,90.46,72.08,122.0,1.0,79.49,58.49,60.9,246,1,1.0,0,1.0,0.0,86.2
61.69,29.97,60.73,66.63,83.14,51.59,,75.81,165.0,6.0,64.51,63.18,63.48,117,0,0.0,0,1.0,1.0,49.32
68.55,49.43,62.79,54.33,50.13,56.99,93.27,78.0,140.0,1.0,68.18,55.68,75.52,270,1,0.0,0,0.0,0.0,55.56
55.85,77.23,47.66,69.5,87.94,61.53,66.21,81.02,135.0,20.0,49.02,79.68,60.37,244,1,0.0,1,0.0,1.0,61.57
88.3,62.14,57.5,51.87,66.13,71.56,91.23,78.84,138.0,3.0,82.55,85.9,81.54,195,1,0.0,0,1.0,0.0,65.82
55.94,45.66,44.32,68.2,56.12,54.17,,61.72,178.0,4.0,56.74,77.51,55.57,246,0,0.0,0,1.0,1.0,52.05
60.25,69.33,25.22,41.78,51.08,49.42,56.53,47.21,129.0,6.0,50.74,45.65,50.11,222,0,0.0,1,0.0,0.0,49.38
46.43,45.83,23.75,63.07,47.68,46.13,36.59,38.08,172.0,16.0,47.51,42.33,42.05,240,0,0.0,1,0.0,0.0,25.85
38.82,68.48,13.61,68.61,57.1,45.29,89.2,94.75,158.0,6.0,68.77,86.82,66.44,202,0,1.0,0,0.0,0.0,50.74
52.2,63.47,28.34,16.92,38.34,35.03,71.49,86.54,120.0,1.0,78.34,76.42,44.94,179,1,0.0,1,0.0,1.0,58.53
60.09,76.18,44.42,52.33,45.78,59.64,60.66,68.15,121.0,2.0,49.72,34.2,52.06,163,0,0.0,1,0.0,0.0,64.82
75.83,44.54,75.03,56.94,60.25,48.2,74.9,58.27,144.0,11.0,62.62,50.21,79.15,264,0,0.0,0,0.0,0.0,54.03
,94.24,52.68,100.0,79.85,49.5,47.46,68.2,138.0,5.0,43.24,50.57,51.49,313,1,0.0,1,1.0,,63.48
74.11,49.93,64.47,69.29,49.7,61.83,70.34,47.18,133.0,7.0,50.9,75.53,72.67,158,0,0.0,0,0.0,0.0,46.51
76.0,46.02,59.52,50.66,71.33,60.84,56.34,47.14,128.0,10.0,61.96,40.96,60.94,300,1,1.0,1,1.0,0.0,50.92
67.69,54.03,66.34,100.0,87.04,68.02,49.08,42.57,165.0,12.0,37.05,44.55,45.64,245,0,1.0,0,1.0,1.0,60.9
52.52,43.37,45.31,46.89,74.56,57.14,82.56,92.37,144.0,8.0,61.27,82.13,61.34,164,0,0.0,0,0.0,0.0,53.67
66.52,47.22,89.74,45.8,66.31,60.7,66.85,82.86,148.0,9.0,62.32,48.48,43.5,259,0,0.0,0,1.0,0.0,56.99
75.38,56.62,50.05,55.52,44.1,52.42,65.23,74.41,141.0,3.0,62.59,61.07,71.05,222,0,0.0,1,0.0,0.0,58.94
82.07,47.05,82.94,66.42,73.96,71.15,65.97,46.17,140.0,3.0,65.85,46.98,74.27,99,0,1.0,0,0.0,0.0,62.53
65.6,36.79,43.83,67.64,70.91,47.13,63.74,73.69,178.0,17.0,69.45,89.19,47.83,221,0,0.0,0,0.0,1.0,43.9
65.44,52.26,63.62,58.06,55.62,54.4,55.68,52.62,148.0,14.0,42.21,45.39,58.57,361,0,1.0,0,1.0,1.0,55.41
88.98,59.35,30.24,53.42,57.84,58.47,50.13,44.99,184.0,9.0,66.44,60.1,62.3,248,1,0.0,1,0.0,1.0,57.79
56.99,63.31,40.85,59.99,68.58,55.95,60.11,58.81,152.0,9.0,48.59,62.78,54.99,317,0,0.0,0,1.0,0.0,56.85
52.17,53.01,48.17,72.36,75.54,51.8,50.65,42.78,125.0,9.0,14.37,56.2,47.53,253,0,1.0,0,0.0,1.0,52.31
76.94,62.01,53.19,79.77,74.85,60.94,73.18,58.38,163.0,5.0,61.69,45.19,68.61,391,1,0.0,0,1.0,1.0,69.31
66.85,38.34,67.58,59.53,73.03,49.83,53.74,69.63,136.0,10.0,55.03,49.63,54.98,361,0,0.0,0,1.0,0.0,38.51
58.04,47.41,36.36,53.53,58.96,42.73,52.22,60.4,165.0,15.0,38.77,71.3,46.21,331,0,0.0,0,0.0,0.0,35.78
75.56,55.21,27.43,75.36,62.87,65.38,68.55,31.3,127.0,3.0,63.13,50.46,64.26,282,1,,1,0.0,0.0,57.03
68.29,35.77,66.57,87.32,69.69,56.2,43.29,50.48,107.0,7.0,36.34,42.72,40.8,249,0,0.0,0,1.0,0.0,44.86
77.44,26.74,60.03,50.19,46.44,51.14,63.39,35.31,141.0,14.0,44.88,35.11,61.78,135,0,0.0,0,0.0,0.0,42.36
90.41,41.19,65.97,92.37,68.95,56.06,74.3,70.66,167.0,9.0,74.79,85.54,83.85,160,0,0.0,0,1.0,1.0,64.23
90.55,85.57,63.25,78.27,79.32,91.06,61.52,63.08,127.0,12.0,65.96,81.58,60.28,337,1,0.0,1,0.0,0.0,81.67
60.22,57.55,43.62,33.1,37.64,41.7,48.83,34.83,147.0,11.0,47.85,51.02,45.38,175,1,0.0,0,0.0,0.0,40.64
92.76,42.73,63.66,52.7,82.13,57.41,86.08,65.07,130.0,6.0,63.39,65.5,59.5,372,1,0.0,0,1.0,0.0,66.59
58.92,56.39,49.32,85.19,79.28,57.85,,64.38,153.0,7.0,57.63,67.77,55.98,216,0,1.0,0,1.0,0.0,58.69
100.0,64.7,79.44,100.0,81.65,73.13,75.12,61.33,134.0,7.0,68.95,61.52,73.88,181,1,1.0,0,1.0,1.0,75.62
71.42,69.18,77.28,64.18,69.9,69.14,55.5,46.34,143.0,12.0,35.43,39.3,56.47,156,0,0.0,0,0.0,0.0,52.83
53.55,42.81,63.21,54.15,52.05,40.43,69.54,59.27,134.0,5.0,54.03,65.63,46.51,135,0,0.0,0,1.0,0.0,41.64
32.68,51.31,30.27,21.16,55.56,44.27,47.08,45.24,123.0,9.0,47.9,41.4,40.74,306,1,0.0,1,0.0,0.0,40.13
66.02,81.6,52.56,83.43,77.11,71.91,68.16,38.39,105.0,6.0,77.92,68.8,61.12,250,1,1.0,1,0.0,0.0,65.41
62.19,50.42,26.73,51.7,46.86,44.54,60.47,65.16,115.0,4.0,65.42,54.67,36.15,186,0,0.0,0,0.0,0.0,37.65
98.31,41.59,58.59,51.0,58.87,50.83,58.1,58.68,133.0,19.0,41.02,74.21,62.4,218,0,0.0,0,1.0,0.0,51.89
82.47,86.13,81.74,85.61,76.63,72.7,83.58,75.34,150.0,4.0,86.92,73.23,82.44,301,1,1.0,1,1.0,1.0,92.95
69.2,58.94,37.69,43.51,54.71,52.29,68.94,67.53,173.0,2.0,60.8,58.64,70.99,253,1,0.0,1,0.0,0.0,62.38
68.72,27.96,59.97,72.9,62.61,45.16,86.56,81.58,133.0,,88.35,59.75,63.04,173,0,0.0,0,0.0,0.0,52.89
71.1,34.9,30.76,44.49,49.99,38.28,94.74,77.91,132.0,10.0,55.69,58.02,64.9,107,0,0.0,0,0.0,0.0,39.32
89.14,60.25,60.0,68.82,54.72,70.19,61.66,64.07,115.0,4.0,59.84,51.42,53.9,156,0,1.0,0,0.0,1.0,67.72
82.68,46.47,57.82,57.32,94.57,64.86,50.56,45.0,152.0,10.0,47.09,54.38,48.55,217,0,1.0,0,1.0,1.0,65.04
64.53,44.74,64.24,31.79,84.96,57.24,55.48,62.87,148.0,5.0,53.62,54.21,74.73,111,0,0.0,0,0.0,1.0,45.23
83.24,53.56,65.71,89.5,63.95,68.2,64.65,35.45,147.0,6.0,59.45,51.52,58.76,336,0,1.0,0,0.0,1.0,60.32
61.71,37.58,36.37,70.53,60.73,46.71,67.62,69.66,146.0,0.0,79.85,82.19,68.83,210,0,1.0,0,0.0,1.0,57.9
73.72,56.89,80.53,64.23,74.96,65.7,48.93,60.96,130.0,19.0,68.76,78.12,60.89,161,0,1.0,0,1.0,0.0,59.21
60.57,49.09,45.43,72.34,65.58,55.63,81.63,79.23,166.0,2.0,53.38,61.0,47.99,281,1,0.0,0,1.0,0.0,51.81
65.44,38.05,43.15,77.02,67.01,56.51,75.07,80.13,126.0,4.0,77.44,52.77,63.64,184,0,0.0,1,1.0,0.0,42.07
69.57,43.47,33.42,64.41,50.47,51.42,78.7,63.17,132.0,3.0,61.54,71.79,64.81,273,0,0.0,0,0.0,0.0,48.59
79.58,57.99,61.32,89.16,77.03,75.09,56.3,71.75,120.0,8.0,57.18,40.59,69.09,171,0,0.0,0,0.0,0.0,57.42
56.1,33.23,59.32,64.19,66.46,50.34,74.48,83.95,138.0,5.0,89.01,77.95,46.89,175,0,0.0,0,0.0,0.0,42.26
63.97,61.01,31.73,54.68,79.42,46.62,34.11,45.97,121.0,12.0,47.11,49.0,32.4,410,1,1.0,0,0.0,1.0,47.23
93.93,74.43,52.65,82.97,78.59,78.56,50.96,20.33,126.0,13.0,45.94,38.88,62.45,291,1,1.0,1,0.0,1.0,66.3
56.51,33.32,68.16,64.75,90.89,54.57,47.31,28.41,115.0,10.0,38.82,23.56,38.23,203,0,0.0,0,0.0,1.0,35.89
67.65,44.54,75.14,54.71,62.56,53.08,71.52,73.26,123.0,4.0,74.93,98.2,74.23,242,0,0.0,0,,0.0,70.22
100.0,50.5,70.71,98.27,98.47,80.15,71.05,68.09,111.0,7.0,78.3,56.96,72.23,212,0,0.0,0,1.0,1.0,74.55
71.63,17.36,77.06,75.76,47.09,54.02,75.84,49.58,147.0,5.0,82.13,64.84,70.09,345,0,0.0,0,0.0,0.0,42.01
55.67,63.9,57.32,38.4,48.7,44.46,66.33,51.19,124.0,4.0,43.87,55.05,63.85,169,1,0.0,0,0.0,0.0,59.14
85.26,71.94,82.34,68.57,100.0,81.41,63.71,45.23,168.0,11.0,53.97,65.48,53.97,385,1,1.0,0,1.0,1.0,77.45
70.04,25.7,29.75,69.46,65.06,57.54,47.36,67.41,154.0,6.0,52.44,59.53,56.13,212,1,0.0,0,0.0,0.0,35.54
41.21,46.97,43.96,42.92,67.14,46.89,89.54,85.44,144.0,7.0,61.07,79.88,64.03,164,0,0.0,0,0.0,0.0,37.43
67.77,49.15,37.85,52.9,60.43,49.35,88.53,88.99,153.0,3.0,77.71,89.15,68.28,170,0,0.0,1,0.0,0.0,61.93
91.85,80.54,82.54,100.0,75.24,69.74,82.04,68.1,157.0,8.0,64.89,100.0,67.49,178,1,1.0,0,1.0,0.0,76.32
61.32,74.84,53.36,68.82,63.32,72.52,87.78,66.69,133.0,4.0,65.31,60.1,74.3,204,1,0.0,0,0.0,1.0,61.93
51.02,0.0,52.61,67.49,43.58,33.06,80.63,77.9,,4.0,75.56,72.61,28.22,251,0,0.0,0,0.0,0.0,24.52
82.31,50.1,68.56,100.0,71.76,58.17,71.84,69.3,159.0,9.0,51.09,58.42,71.75,275,0,1.0,0,1.0,0.0,58.63
57.04,82.24,23.66,42.07,42.29,50.1,60.47,51.72,159.0,7.0,49.07,65.5,38.84,154,1,0.0,1,0.0,0.0,52.03
46.79,43.31,26.95,53.58,75.86,50.42,67.86,52.48,126.0,6.0,50.2,88.87,72.66,295,0,1.0,1,1.0,0.0,52.14
57.52,44.66,74.32,95.51,51.39,63.82,56.28,60.94,179.0,5.0,47.23,49.93,46.21,195,0,0.0,0,0.0,0.0,42.71
55.26,68.03,40.81,73.61,79.45,53.42,58.49,69.28,114.0,11.0,54.9,66.65,44.07,183,0,0.0,0,0.0,1.0,56.95
54.21,31.55,53.13,94.16,43.71,46.23,65.07,53.78,98.0,8.0,55.23,25.78,57.49,98,0,0.0,0,0.0,0.0,25.39
70.28,59.5,19.96,50.32,66.64,51.24,82.86,92.38,173.0,5.0,80.33,75.3,68.77,205,0,1.0,1,0.0,0.0,58.06
62.79,10.33,54.1,85.33,65.07,52.72,85.19,92.06,155.0,6.0,57.81,68.81,67.36,198,0,0.0,0,0.0,0.0,47.65
86.9,62.29,73.65,83.09,83.33,75.81,91.99,93.52,146.0,7.0,85.6,90.54,82.99,271,0,1.0,1,1.0,1.0,82.67
59.66,63.47,75.16,63.86,55.94,61.46,35.08,34.14,149.0,8.0,55.85,37.85,48.34,318,1,1.0,0,0.0,0.0,50.69
61.55,65.36,53.81,72.96,64.17,64.05,89.34,94.93,130.0,0.0,88.71,71.4,70.99,105,1,0.0,1,0.0,0.0,56.87
80.15,70.01,40.68,67.1,80.21,55.81,48.65,44.27,105.0,6.0,50.78,46.73,56.75,219,1,1.0,0,0.0,1.0,59.93
68.84,39.82,43.62,60.92,58.64,52.96,64.79,41.48,131.0,6.0,,31.43,47.8,237,1,0.0,0,1.0,0.0,55.26
36.2,53.68,44.85,49.63,31.3,41.57,64.0,46.61,126.0,14.0,34.9,46.5,48.45,218,0,0.0,0,0.0,0.0,24.12
36.01,33.88,36.17,36.48,45.9,34.69,87.68,81.45,124.0,8.0,62.28,78.51,40.75,193,0,0.0,0,0.0,0.0,31.57
56.6,30.94,55.07,52.35,45.96,43.2,50.93,74.16,126.0,7.0,47.1,38.88,48.68,189,0,0.0,1,0.0,0.0,27.34
37.25,37.55,31.76,54.55,42.19,36.97,50.94,74.57,126.0,9.0,61.66,56.93,47.66,289,0,1.0,0,0.0,0.0,37.57
51.96,54.17,35.5,73.57,78.05,48.56,52.41,60.07,129.0,7.0,47.29,70.71,48.27,472,0,1.0,0,0.0,1.0,48.75
57.61,77.58,42.61,64.52,74.47,75.56,44.82,51.79,143.0,6.0,44.64,28.78,73.05,275,1,1.0,1,1.0,1.0,74.34
61.4,56.4,38.53,57.38,41.59,56.6,77.59,74.07,151.0,3.0,64.85,68.33,78.26,348,1,0.0,1,1.0,0.0,63.32
78.17,67.26,55.44,79.24,97.72,76.09,90.23,74.61,148.0,3.0,58.54,78.42,82.64,415,1,1.0,1,1.0,1.0,81.27
50.26,30.33,26.16,55.86,42.61,33.69,82.66,62.59,96.0,1.0,76.26,87.39,67.43,184,0,0.0,0,1.0,0.0,35.25
57.0,18.15,58.38,49.67,71.36,40.5,63.62,73.5,121.0,4.0,66.81,67.88,,238,0,0.0,0,1.0,1.0,49.16
64.75,32.17,45.93,59.55,45.56,44.52,32.13,34.65,116.0,10.0,43.38,29.64,42.95,82,0,0.0,0,0.0,0.0,23.07
51.98,52.27,50.55,66.85,63.48,52.36,43.24,68.15,158.0,14.0,29.56,66.23,47.97,203,0,0.0,0,1.0,0.0,42.02
49.75,83.03,0.0,54.69,76.24,40.74,62.9,67.68,123.0,8.0,73.07,70.38,60.25,288,1,0.0,1,1.0,1.0,69.31
34.23,22.71,30.74,17.64,30.27,29.63,67.65,70.96,105.0,2.0,48.34,46.64,47.29,167,0,0.0,0,0.0,0.0,15.91
90.68,43.89,73.48,57.17,66.6,70.53,74.02,50.31,153.0,5.0,68.19,57.38,73.55,293,1,1.0,0,0.0,1.0,80.55
50.71,78.98,30.06,45.84,62.32,,42.46,67.5,138.0,11.0,22.66,48.21,37.35,255,1,0.0,1,0.0,0.0,46.87
63.83,35.93,75.38,68.9,35.01,46.01,75.51,90.0,186.0,5.0,72.91,68.86,64.44,225,0,0.0,0,0.0,0.0,40.69
54.39,58.04,31.3,51.36,38.55,51.97,84.7,80.46,117.0,3.0,61.57,49.44,72.34,217,0,0.0,0,0.0,0.0,46.84
73.88,88.87,51.69,69.41,87.89,72.73,59.67,69.23,134.0,4.0,65.36,68.39,57.24,315,1,1.0,0,1.0,1.0,75.12
50.14,61.44,49.22,66.8,92.93,52.64,64.11,52.16,120.0,9.0,49.87,61.59,55.82,257,0,1.0,1,0.0,0.0,66.23
,54.22,79.34,67.09,74.4,70.82,75.08,60.49,122.0,1.0,59.83,72.92,,251,0,0.0,0,1.0,1.0,67.18
100.0,71.75,77.38,91.6,88.09,76.55,50.96,35.25,122.0,8.0,43.25,47.07,47.86,209,1,0.0,1,0.0,1.0,64.43
100.0,87.46,62.98,88.48,78.12,77.75,70.67,65.95,120.0,2.0,56.17,61.47,81.31,179,1,0.0,1,0.0,1.0,76.68
60.93,53.04,47.37,47.41,77.73,47.44,42.92,28.57,139.0,11.0,35.4,26.86,34.59,231,0,0.0,0,1.0,0.0,38.33
65.67,30.55,66.74,85.86,54.85,,47.91,47.32,138.0,9.0,57.31,54.9,65.45,166,0,0.0,0,0.0,0.0,42.12
44.98,49.3,43.53,64.25,59.23,52.96,52.24,60.3,137.0,2.0,62.46,45.75,39.91,311,1,0.0,0,0.0,0.0,44.41
100.0,80.28,74.16,67.68,84.41,76.15,84.75,75.19,165.0,4.0,90.07,80.27,63.11,206,1,1.0,0,1.0,1.0,84.22
62.18,46.4,36.47,56.84,53.13,51.52,63.49,51.92,149.0,9.0,38.04,32.67,48.14,173,0,0.0,1,0.0,0.0,39.03
62.2,66.45,51.43,54.21,63.5,56.6,47.09,48.16,152.0,11.0,66.36,46.82,57.83,301,1,0.0,0,1.0,0.0,54.61
,77.75,62.54,74.18,69.3,72.55,70.93,74.55,143.0,7.0,69.52,79.58,72.09,181,0,1.0,1,1.0,0.0,77.15
50.32,65.18,20.3,36.06,51.82,41.18,88.82,71.34,148.0,2.0,79.22,70.24,76.85,150,0,0.0,0,0.0,0.0,45.6
76.51,59.5,70.6,80.92,77.17,76.44,67.41,56.48,156.0,6.0,53.11,68.04,57.54,226,0,1.0,1,0.0,0.0,70.65
86.23,75.5,76.08,100.0,75.0,79.84,77.54,66.72,120.0,11.0,74.53,74.13,83.32,358,1,0.0,0,0.0,1.0,80.64
61.05,27.82,46.56,54.01,59.58,47.18,68.92,60.92,128.0,8.0,45.07,48.05,36.41,201,0,0.0,0,1.0,0.0,42.83
57.84,45.5,42.25,49.37,66.47,50.67,47.78,54.98,138.0,,72.51,54.51,43.38,291,0,1.0,0,1.0,1.0,64.56
73.1,71.96,59.84,86.2,71.93,63.86,51.78,78.42,138.0,6.0,55.56,53.7,53.32,225,1,0.0,1,0.0,0.0,65.96
86.19,55.37,71.48,59.2,64.25,61.83,54.5,65.68,112.0,2.0,53.7,56.01,44.67,227,0,1.0,1,0.0,0.0,54.43
73.75,49.03,46.33,45.85,75.8,57.58,86.0,63.27,156.0,3.0,63.61,69.77,71.59,322,0,0.0,0,1.0,1.0,55.65
62.24,50.35,37.67,65.43,67.06,44.57,40.25,75.05,161.0,14.0,40.99,60.36,35.51,170,0,1.0,1,0.0,1.0,43.25
78.37,55.74,66.98,69.74,49.12,56.98,80.24,72.41,166.0,1.0,78.19,64.59,77.0,254,0,1.0,0,0.0,0.0,67.86
89.89,14.13,23.5,36.64,56.71,37.84,54.63,77.09,125.0,8.0,66.78,61.17,57.9,232,0,0.0,0,0.0,0.0,34.58
62.57,30.73,70.39,56.34,51.83,53.95,79.0,56.63,156.0,12.0,58.14,55.98,54.66,347,1,1.0,0,0.0,0.0,49.31
63.38,30.89,87.94,97.47,65.23,63.24,51.57,49.06,130.0,9.0,50.71,58.3,51.15,192,0,0.0,0,0.0,0.0,49.23
71.96,70.22,74.01,100.0,67.91,76.84,52.94,60.8,139.0,12.0,39.01,45.72,57.05,204,1,1.0,1,1.0,0.0,61.24
80.37,52.91,48.94,55.45,59.4,55.32,80.26,60.6,161.0,1.0,82.33,66.82,80.71,135,0,0.0,0,0.0,0.0,54.21
82.73,64.57,87.54,76.02,61.56,65.6,95.28,79.05,167.0,3.0,63.86,51.62,62.76,216,1,1.0,1,0.0,1.0,68.28
57.67,54.11,61.14,56.98,50.09,43.96,73.41,57.23,132.0,3.0,54.99,57.14,31.46,307,1,0.0,0,1.0,0.0,62.0
68.22,50.63,33.56,81.87,63.96,55.01,53.13,47.74,128.0,6.0,53.92,45.92,48.45,209,1,,0,0.0,0.0,50.15
63.26,47.42,69.88,76.66,88.44,70.47,38.81,55.39,162.0,7.0,60.72,52.85,46.15,302,0,1.0,0,1.0,1.0,68.29
75.02,66.67,62.91,92.86,74.12,66.93,66.69,39.28,137.0,7.0,26.02,46.72,40.66,358,0,1.0,1,0.0,1.0,61.93
66.92,57.28,24.5,70.29,43.49,48.79,,57.91,90.0,5.0,74.19,49.48,55.94,316,0,1.0,1,1.0,1.0,58.7
42.45,9.67,45.36,32.29,48.94,32.81,58.96,53.83,146.0,3.0,69.42,73.28,37.48,248,0,0.0,0,0.0,0.0,20.25
80.52,73.18,66.79,75.19,72.23,70.95,68.23,74.72,125.0,11.0,55.45,66.8,67.26,295,1,1.0,0,0.0,0.0,68.79
59.22,62.31,35.79,60.24,81.75,61.39,72.53,52.55,135.0,11.0,43.54,69.87,47.22,227,1,1.0,1,1.0,0.0,59.49
63.73,45.36,46.62,49.99,56.11,61.27,60.28,56.67,149.0,6.0,68.99,63.73,89.91,397,1,1.0,0,0.0,1.0,64.17
83.87,33.32,62.73,67.34,85.27,64.37,60.02,80.18,105.0,3.0,76.07,72.91,73.47,202,0,,0,1.0,1.0,61.42
59.23,50.87,67.12,56.38,59.4,58.43,61.98,79.23,152.0,8.0,60.48,82.23,50.8,323,0,1.0,1,1.0,0.0,61.38
55.61,48.33,50.59,73.78,77.35,53.02,54.45,41.71,110.0,8.0,59.31,64.02,45.72,323,0,1.0,0,1.0,0.0,43.51
64.87,60.15,68.29,68.15,38.51,55.93,92.51,100.0,130.0,2.0,82.01,82.51,69.36,122,0,0.0,1,0.0,0.0,55.75
77.71,82.5,41.09,79.94,70.95,65.24,48.55,50.45,142.0,21.0,44.74,41.91,60.64,179,0,1.0,1,1.0,1.0,64.84
58.63,33.8,68.49,69.04,65.31,50.83,63.69,60.83,117.0,7.0,64.16,91.22,52.05,263,0,0.0,0,1.0,0.0,57.8
91.1,48.69,65.36,80.85,82.9,68.94,59.1,52.74,116.0,9.0,64.55,38.0,50.41,244,1,1.0,0,1.0,0.0,62.11
58.96,55.92,60.09,71.17,67.18,60.96,74.57,69.17,146.0,3.0,71.14,57.73,50.74,293,0,0.0,0,,0.0,58.83
65.12,71.17,45.13,44.66,70.71,58.3,60.6,80.58,148.0,1.0,69.78,58.4,59.32,230,1,1.0,1,,1.0,72.67
70.3,59.2,52.97,31.88,77.8,56.39,39.98,57.72,132.0,10.0,50.94,48.35,41.16,344,0,1.0,0,1.0,0.0,55.99
91.91,74.83,49.45,76.22,76.8,70.89,55.06,51.35,149.0,7.0,64.07,48.83,64.2,318,0,0.0,1,1.0,1.0,76.65
60.99,35.5,41.03,72.89,57.78,41.9,41.78,33.38,190.0,9.0,31.82,36.66,18.39,224,0,0.0,0,0.0,0.0,21.7
70.08,79.39,42.74,68.16,79.46,68.81,56.69,43.52,111.0,0.0,69.04,61.18,66.82,230,1,0.0,1,0.0,1.0,72.83
98.16,89.32,83.3,77.44,66.81,78.02,82.59,77.03,101.0,4.0,66.88,56.77,70.24,345,1,1.0,1,1.0,0.0,78.47
